3300,0,6,1
3300,0,7,1
3300,0,8,0
3400,0,2,1
3400,0,3,1
3400,0,4,0
3400,0,5,0
3400,0,6,0
3400,0,7,1
3400,0,8,1
3500,0,2,0
3500,0,3,1
3500,0,4,1
3500,0,5,1
3500,0,6,0
3500,0,7,0
3500,0,8,1
3600,0,2,1
3600,0,3,1
3600,0,4,1
3600,0,5,1
3600,0,6,0
3600,0,7,0
3600,0,8,1
3700,0,2,1
3700,0,3,0
3700,0,4,1
3700,0,5,1
3700,0,6,1
3700,0,7,1
3700,0,8,1
3800,0,2,1
3800,0,3,1
3800,0,4,1
3800,0,5,1
3800,0,6,1
3800,0,7,1
3800,0,8,0
3900,0,2,1
3900,0,3,1
3900,0,4,0
3900,0,5,1
3900,0,6,1
3900,0,7,1
3900,0,8,0
4000,0,2,1
4000,0,3,1
4000,0,4,1
4000,0,5,1
4000,0,6,0
4000,0,7,1
4000,0,8,0
4100,0,2,1
4100,0,3,1
4100,0,4,0
4100,0,5,0
4100,0,6,1
4100,0,7,0
4100,0,8,0
4200,0,2,1
4200,0,3,1
4200,0,4,0
4200,0,5,1
4200,0,6,1
4200,0,7,1
4200,0,8,1
4300,0,2,0
4300,0,3,1
4300,0,4,1
4300,0,5,1
4300,0,6,1
4300,0,7,1
4300,0,8,0
4400,0,2,0
4400,0,3,1
4400,0,4,1
4400,0,5,1
4400,0,6,1
4400,0,7,1
4400,0,8,0
4500,0,2,1
4500,0,3,0
4500,0,4,0
4500,0,5,0
4500,0,6,0
4500,0,7,0
4500,0,8,0
4600,0,2,1
4600,0,3,1
4600,0,4,1
4600,0,5,1
4600,0,6,1
4600,0,7,0
4600,0,8,1
4700,0,2,0
4700,0,3,0
4700,0,4,0
4700,0,5,1
4700,0,6,1
4700,0,7,1
4700,0,8,1
4800,0,2,1
4800,0,3,1
4800,0,4,0
4800,0,5,0
4800,0,6,1
4800,0,7,1
4800,0,8,0
4900,0,2,1
4900,0,3,1
4900,0,4,1
4900,0,5,1
4900,0,6,1
4900,0,7,0
4900,0,8,1
5000,0,2,1
5000,0,3,1
5000,0,4,0
5000,0,5,1
5000,0,6,1
5000,0,7,1
5000,0,8,1
