% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
852	1	0	59	0	28	9422	0	1	1	0
853	1	0	26	0	28	9422	0	1	1	0
855	1	0	15	0	28	9422	0	1	1	0
857	1	0	4	0	28	9422	0	1	1	0
858	1	0	10	0	28	9422	0	1	1	0
859	1	0	69	0	28	9422	0	1	1	0
860	1	0	29	0	28	9422	0	1	1	0
861	1	0	64	0	28	9422	0	1	1	0
862	1	0	66	0	28	9422	0	1	1	0
863	1	0	40	0	28	4587	0	1	1	0
863	1	0	42	0	28	4587	0	1	1	0
868	1	0	49	0	28	9422	0	1	1	0
869	1	0	24	0	28	9422	0	1	1	0
870	1	0	68	0	28	9422	0	1	1	0
871	1	0	28	0	28	9422	0	1	1	0
872	1	0	16	0	28	9422	0	1	1	0
873	1	0	7	0	28	9422	0	1	1	0
875	1	0	12	0	28	9422	0	1	1	0
876	1	0	65	0	28	9422	0	1	1	0
877	1	0	61	0	28	9422	0	1	1	0
878	1	0	47	0	28	9422	0	1	1	0
879	1	0	33	0	28	4587	0	1	1	0
879	1	0	61	0	28	4587	0	1	0	0
881	1	0	8	0	28	9422	0	1	1	0
882	1	0	32	0	28	9422	0	1	1	0
883	1	0	11	0	28	4587	0	1	1	0
883	1	0	15	0	28	4587	0	1	1	0
884	1	0	44	0	28	9422	0	1	1	0
886	1	0	41	0	28	9422	0	1	1	0
888	1	0	58	0	28	9422	0	1	1	0
889	1	0	59	0	28	9422	0	1	1	0
890	1	0	26	0	28	4587	0	1	1	0
890	1	0	66	0	28	4587	0	1	1	0
891	1	0	63	0	28	9422	0	1	1	0
893	1	0	41	0	28	9422	0	1	1	0
894	1	0	69	0	28	9422	0	1	1	0
896	1	0	4	0	28	9422	0	1	1	0
897	1	0	1	0	28	9422	0	1	1	0
898	1	0	10	0	28	9422	0	1	1	0
899	1	0	28	0	28	4587	0	1	1	0
899	1	0	29	0	28	4587	0	1	1	0
901	1	0	28	0	28	4587	0	1	0	0
901	1	0	64	0	28	4587	0	1	1	0
903	1	0	40	0	28	9422	0	1	1	0
904	1	0	9	0	28	9422	0	1	1	0
905	1	0	19	0	28	9422	0	1	1	0
906	1	0	46	0	28	9422	0	1	1	0
907	1	0	22	0	28	4587	0	1	1	0
907	1	0	33	0	28	4587	0	1	1	0
908	1	0	49	0	28	9422	0	1	1	0
910	1	0	41	0	28	4587	0	1	1	0
910	1	0	68	0	28	4587	0	1	1	0
911	1	0	56	0	28	9422	0	1	1	0
912	1	0	44	0	28	4587	0	1	1	0
912	1	0	56	0	28	4587	0	1	0	0
913	1	0	14	0	28	9422	0	1	1	0
916	1	0	16	0	28	9422	0	1	1	0
917	1	0	7	0	28	9422	0	1	1	0
918	1	0	12	0	28	9422	0	1	1	0
919	1	0	63	0	28	4587	0	1	1	0
919	1	0	65	0	28	4587	0	1	1	0
920	1	0	45	0	28	9422	0	1	1	0
921	1	0	41	0	28	3062	0	1	1	0
921	1	0	52	0	28	3062	0	1	1	0
921	1	0	63	0	28	3062	0	1	0	0
923	1	0	1	0	28	9422	0	1	1	0
924	1	0	42	0	28	9422	0	1	1	0
925	1	0	8	0	28	9422	0	1	1	0
926	1	0	23	0	28	9422	0	1	1	0
927	1	0	34	0	28	9422	0	1	1	0
928	1	0	5	0	28	9422	0	1	1	0
929	1	0	53	0	28	9422	0	1	1	0
930	1	0	41	0	28	4587	0	1	1	0
930	1	0	55	0	28	4587	0	1	1	0
931	1	0	2	0	28	9422	0	1	1	0
932	1	0	9	0	28	4587	0	1	1	0
932	1	0	54	0	28	4587	0	1	1	0
933	1	0	19	0	28	4587	0	1	1	0
933	1	0	67	0	28	4587	0	1	1	0
934	1	0	6	0	28	3062	0	1	1	0
934	1	0	9	0	28	3062	0	1	0	0
934	1	0	46	0	28	3062	0	1	1	0
935	1	0	19	0	28	3062	0	1	0	0
935	1	0	22	0	28	3062	0	1	1	0
935	1	0	30	0	28	3062	0	1	1	0
936	1	0	25	0	28	4587	0	1	1	0
936	1	0	46	0	28	4587	0	1	0	0
937	1	0	22	0	28	4587	0	1	0	0
937	1	0	50	0	28	4587	0	1	1	0
938	1	0	51	0	28	9422	0	1	1	0
939	1	0	57	0	28	9422	0	1	1	0
940	1	0	32	0	28	4587	0	1	1	0
940	1	0	44	0	28	4587	0	1	0	0
942	1	0	11	0	28	9422	0	1	1	0
947	1	0	63	0	28	9422	0	1	1	0
948	1	0	45	0	28	9422	0	1	1	0
949	1	0	52	0	28	9422	0	1	1	0
952	1	0	13	0	28	9422	0	1	1	0
955	1	0	5	0	28	9422	0	1	1	0
959	1	0	58	0	28	9422	0	1	1	0
960	1	0	9	0	28	4587	0	1	1	0
960	1	0	59	0	28	4587	0	1	1	0
961	1	0	19	0	28	4587	0	1	1	0
961	1	0	26	0	28	4587	0	1	1	0
962	1	0	46	0	28	9422	0	1	1	0
963	1	0	22	0	28	4587	0	1	1	0
963	1	0	23	0	28	4587	0	1	1	0
965	1	0	19	0	28	4587	0	1	0	0
965	1	0	27	0	28	4587	0	1	1	0
966	1	0	4	0	28	4587	0	1	1	0
966	1	0	46	0	28	4587	0	1	0	0
967	1	0	22	0	28	4587	0	1	0	0
967	1	0	55	0	28	4587	0	1	1	0
968	1	0	2	0	28	9422	0	1	1	0
969	1	0	54	0	28	9422	0	1	1	0
970	1	0	67	0	28	9422	0	1	1	0
971	1	0	6	0	28	9422	0	1	1	0
972	1	0	30	0	28	9422	0	1	1	0
973	1	0	10	0	28	9422	0	1	1	0
974	1	0	25	0	28	9422	0	1	1	0
975	1	0	29	0	28	9422	0	1	1	0
976	1	0	45	0	28	4587	0	1	1	0
976	1	0	50	0	28	4587	0	1	1	0
977	1	0	52	0	28	4587	0	1	1	0
977	1	0	64	0	28	4587	0	1	1	0
978	1	0	51	0	28	9422	0	1	1	0
980	1	0	40	0	28	4587	0	1	1	0
980	1	0	45	0	28	4587	0	1	0	0
981	1	0	52	0	28	4587	0	1	0	0
981	1	0	57	0	28	4587	0	1	1	0
985	1	0	56	0	28	9422	0	1	1	0
987	1	0	49	0	28	9422	0	1	1	0
988	1	0	69	0	28	9422	0	1	1	0
989	1	0	68	0	28	9422	0	1	1	0
990	1	0	28	0	28	9422	0	1	1	0
991	1	0	16	0	28	9422	0	1	1	0
992	1	0	7	0	28	9422	0	1	1	0
993	1	0	12	0	28	4587	0	1	1	0
993	1	0	27	0	28	4587	0	1	1	0
994	1	0	65	0	28	9422	0	1	1	0
997	1	0	33	0	28	9422	0	1	1	0
998	1	0	1	0	28	9422	0	1	1	0
999	1	0	8	0	28	9422	0	1	1	0
